Id,Text,IsFlagged,IsReviewed,CreatedBy,Topics,CorrectAnswer,CorrectAnswerExplanation,IncorrectAnswers
d7a5397d-3250-41be-9882-7186f161c567,"Jimmy, a 6 year old male presents to ED after falling off a trampoline and injuring his right forearm. On presentation, neurovascular examination is unremarkable, however there is tenderness over the distal radius. Initial X-Rays are shown below.

What is the most appropriate management?",FALSE,TRUE,Tom Garry***,Emergency Medicine(Year 4);;Musculoskeletal Medicine(Year 3),Wrist splint for 3 weeks,"Management of buckle fractures in children - RCH guidelines suggest a wrist splint for 3 weeks. 

Note: image sourced from https://radiopaedia.org/cases/incomplete-radial-fracture
",Cylindrical cast 6 weeks ;;Orthopaedic referral;;Collar and cuff for 4 weeks ;;Reassure and discharge
b90a81c3-bd32-4625-b2f6-618d0aa2907d,Which of the following is NOT correct in relation to rheumatic fever/heart disease?,FALSE,TRUE,Tom Garry***,Cardio/Respiratory(Year 1),Mitral stenosis due to rheumatic heart disease occurs acutely and develops rapidly,"Mitral stenosis due to rheumatic heart disease takes decades to develop. Important points are that rheumatic heart disease is due to the body's immune response recognising valve tissue due to molecular mimicry, as a result of previous streptococcal infection, and not streptococcus infecting the valve directly. Recurrent episodes of rheumatic fever during childhood that are left untreated, result in valve pathology which can take decades to manifest. When the mitral valve is affected, stenosis leads to build up of pressure in the left atrium as well as the pulmonary circulation, leading to common sign of pulmonary hypertension. Rheumatic fever is easily treated (and prevented) with penicillins.

Reference: CR1 - valve pathology lecture slides 37 to 40

<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/cXPtewa5PJc"" frameborder=""0"" allowfullscreen></iframe>",Mitral stenosis is almost exclusively related to rheumatic heart disease;;Rheumatic fever and thus rheumatic heart disease is easily preventable;;Cross reactivity between streptococcal antigen and valve tissue may lead to valve pathology;;Pulmonary hypertension is a common in those with rheumatic mitral stenosis
94ea889e-4d65-46bd-a707-32f784fb5174,"You are the on-call medical/ICU registrar in Warrnambool, where you have been asked to see a 57-year-old man on the acute medical ward late at night. He was admitted yesterday for work-up of a 3-week history of fatigue, anorexia, weight loss, pyrexia and abdominal pain. His past history includes a hypertension, nephrolithiasis and a recent urinary tract infection treated with a course of antibiotics.

You send off blood for UEC, which shows an acutely raised creatinine of 2.5 times his baseline. You note that he has passed 80ml urine over the last 4 hours. MCS of his urine shows coarse granular casts and renal tubular epithelial cell casts are seen. There are no red cell or white cell casts or eosinophils. 

The most likely underlying pathophysiology is:",FALSE,TRUE,Tom Garry***,Anaesthetics/ICU(Year 4);;General Medicine(Year 3),Acute tubular necrosis,"This patient is presenting with risk factors for pre-renal, renal and post-renal AKI. He could be potentially under-volumed, suffering damage due to nephrotoxic antibiotics, or have an obstructive lesion causing renal failure.

In this situation, urinalysis can be used to evaluate the cause of AKI. Bland sediment and hyaline casts are consistent with pre-renal AKI. The presence of renal tubular epithelial cells, coarse granular casts and renal tubular epithelial cell casts are evidence for ATN. RBC casts in the urine sediment are indicative of glomerulonephritis. In cases of acute interstitial nephritis, eosinophils and white blood cell casts are seen.",Acute glomerulonephritis;;Urinary tract obstruction;;Acute interstitial nephritis;;Hypovolaemia
217d3995-1f24-49d8-afa2-29ad134cd0d5,Which of the following is true of the branches of the abdominal vasculature?,FALSE,TRUE,Tom Garry***,Cardio/Respiratory(Year 1),The superior phrenic arteries do not arise from the abdominal aorta,"The superior phrenic arteries are small and arise from the lower part of the thoracic aorta; they are distributed to the posterior part of the upper surface of the diaphragm.

The terminal branches of the abdominal aorta are the common iliac arteries. The coeliac trunk splits into the common hepatic artery, left gastric artery and the splenic artery. The left gonadal vein will often join the left renal vein prior to entering the IVC.","There are 4 paired direct branches of the aorta travelling to the viscera; the gonadal, renal, inferior suprarenal and superior suprarenal;;The left renal, gonadal and adrenal veins drain directly into the IVC;;The coeliac trunk splits into the splenic, common hepatic and pancreatic arteries;;The terminal branches of the abdominal aorta are the femoral arteries"
2f0cb75e-caf3-4266-be04-8d8ff979f00f,"A mother brings her 5-year old son into the GP clinic because she is concerned that he has developed swelling around his eyes, scrotum and legs. She also says his urine has been quite frothy, and he has been quite tired over the past few days. He has no significant past medical history, although she tells you he has had a persistent cought for five days.

What is the most likely diagnosis?",FALSE,TRUE,Tom Garry***,Children's Health(Year 3);;General Practice(Year 4),Minimal Change Disease,"Minimal Change Disease (MCD) is the most common cause (~90%) of nephrotic syndrome in children! This is the most important thing to remember.

Features of nephrotic syndrome include: proteinuria, hypoalbuminaemia, hypercholesterolaemia. As a result of reduced albumin production, patients often develop oedema, as described in this case.

Focal segmental glomerulosclerosis (FSGS) is the most common cause of nephrotic syndrome in adults.",Post-infectious nephropathy;;Acute Tubular Necrosis (ATN);;Rapidly Progressive Glomerulonephritis (RPGN);;IgA nephropathy
c5f34c13-5133-46de-8148-6c76f9d7c1c9,"A 3-year-old boy is in acute respiratory distress. There is no past history of note except that he has not been immunized. He has a temperature of 40°C, looks flushed and unwell, is drooling, and has an inspiratory stridor. His cough is muffled. A colleague asks for help examining the boy s throat. 

Which is the single most appropriate advice to give?",FALSE,TRUE,Tom Garry***,Children's Health(Year 3),"Do not disturb the child, and call for senior help urgently","This child is very likely to have epiglottitis. He has not been immunized so is not protected against Haemophilus influenzae type B, and he shows signs of upper airway obstruction. Any disturbance may cause deteriora- tion, and an attempt to examine the throat may cause fatal respiratory arrest. Intubation is difficult due to the swollen epiglottis, and occasionally emergency tracheostomy is required. Senior anaesthetic and ENT help should be summoned urgently.","Go ahead and examine the throat, but have a laryngoscope and endotracheal tube to hand;;Give nebulized budesonide and then examine the throat;;Go ahead and examine the throat straight away to help to make a diagnosis;;Site an intravenous line and give a dose of cefotaxime first, and then examine the throat"
93ddd7c6-d7b9-4415-b1a8-af8b6cf2b6c1,Which of the following pressure volume loops (in red) is best representative of what happens under physiological conditions during exercise? (NB: normal PV loop shown in black),FALSE,TRUE,Tom Garry***,Cardio/Respiratory(Year 1),B,"Despite a decrease in filling time, venous return increases EDV (bottom right) after filling. Increased inotropy results in reduced ESV (more blood ejected). This results in a higher SV (the width of the curve). The curve is also higher because pressures are greater (greater volumes are being dealt with with a higher contractile force)",D;;C;;None of these loops are representative of exercise conditions;;A
a8f1eced-89e5-4e8e-af6a-4c35fd76a296,"A GP treating a patient receives the following thyroid function tests:

Free T4 - 11 nmol/L (10-25)
Total T3 - 40 pmol/L (0.8-2.0)
Plasma TSH - <0.1 mU/L (0.5-4.0)
Thyroid autoantibodies - Negative
Plasma calcitonin - 1.2 pg/mL (<2)

Which of the following is the most likely clinical syndrome this patient is suffering from?",FALSE,TRUE,Tom Garry***,Endocrine and Life Cycle(Year 2);;General Medicine(Year 3),Follicular adenoma,"This patient is hyperthyroid, with elevated T3 and low TSH, indicating a primary thyroid cause. The most common cause of primary hyperthyroidism is Grave's disease, however this patient is less likely to be suffering from this condition given the negative result for autoantibodies that are normally seen in Grave's disease (e.g. Anti-TSH receptor).",Primary Hypothyroidism ;;Secondary Hypothyroidism;;Addison's Disease;;Grave's Disease
007f18dd-5cc7-4200-9ccb-179844149a71,"Paramedics bring to the ED a 7 month old infant with seizure activity. The father reports the infant was in a normal state of health until approximately 3 days ago when she developed a febrile illness, diagnosed by her physician as a viral URTI. Approximately 30 minutes ago she began having left arm jerking which progressed to whole body jerking. The episode spontaneously ceased on the way to the hospital. Vital signs include heart rate 90 bpm, respiratory rate 25 breaths/minute, and temperature 38oC. Your examination reveals a sleeping infant in no respiratory distress. The child s anterior fontanelle is full. The tympanic membranes are dark and without normal landmarks. The lungs are clear, and the heart and abdominal examinations are normal. She has a bruise over the occiput and several parallel bruises along the spine.

Which of the following is the best next step in management?",FALSE,TRUE,Tom Garry***,Children's Health(Year 3),Computerised tomography (CT) of the head,"You pretty much will never perform a CT in a child.....unless you suspect intracranial haemorrhage. Needs CT with urgent paediatric neurosurgical consult.

Why is it not a simple febrile convulsion?
1. Started as a partial seizure (focal starting point left arm)
2. HR possibly a bit low? Especially with a febrile illness
3. Full fontanelle
4. Tympanic membranes are dark = Haemotympanum
5. Bruise over the occiput = racoon eyes = trauma
6. Several bruises along spine = trauma

Trauma + decreased conscious state = ICH until proven otherwise

—(1) ALWAYS consider non-accidental injury (NAI)
—(2) Never perform an LP in a patient who may have increased
intracranial pressure
—(3) Simple febrile convulsion vs complex febrile convulsion",Electroencephalogram (EEG);;Observation;;Lumbar puncture;;Phenobarbital
5c6f6191-06a3-4a5a-82a4-02e2e0d83e09,"An 88-year-old woman presents to her GP complaining of difficulty holding the phone with her right hand. She reports chronic morning stiffness that lasts 1 hour, but she has had no recent episodes of acute swelling. Examination of the patient s right hand reveals swelling and several hard nodules across the third digit. Her past medical history is notable for chronic kidney disease, with the most recent laboratory tests demonstrating a serum creatinine level of 256 mmol/L (normal, 50 100 mmol/L), and a long history of  rheumatism.

What is the next most appropriate step in management?",FALSE,TRUE,Tom Garry***,Musculoskeletal Medicine(Year 3),Obtain microscopic examination of tissue aspirate and initiate allopurinol,"Although most of the choices can be helpful in diagnosing gout, the gold standard for diagnosis is direct visualization of uric acid crystals under a microscope. This is easily done by obtaining a small amount of aspirate from a swollen joint or, in this case, a tophus. A uric acid level obtained by a 24-hour urine collection may be normal or elevated in patients with gout, as can a serum uric acid level.1 Radiographs may show classic changes of gouty bone erosions, such as  rat bite  or overhanging edges; however, they cannot establish the diagnosis irrefutably. Rheumatoid factor appears to become elevated with age, but this measurement on its own does not denote any specific condition.

Allopurinol. Because this patient is not currently experiencing an attack of gout, there is no need for acute therapy (eg, prednisone, indomethacin, IV colchicine). IV colchicine should not be used in patients with renal failure, and therefore its use would be contraindicated in this patient.3 Similarly, indomethacin is a poor choice in this patient given his age and decreased kidney function. Although often forgotten, probenecid can be used as a uric acid lowering agent; however, it is only beneficial in patients who undersecrete uric acid (24-hour uric acid level < 800 mg) and have a creatinine clearance greater than 60 mg/dL. Allopurinol should be used with caution and at a reduced dose in patients with decreased renal function.","Obtain serum uric acid level and initiate indomethacin, colchicine and prednisolone;;Obtain serum uric acid level and initiate allopurinol;;Obtain rheumatoid factor and if positive initiate methotrexate;;Obtain microscopic examination of tissue aspirate and initiate indomethacin, colchicine and prednisolone"
d90cfbd7-e379-4b1d-a5e9-d46299951e37,"A 24 year old male is brought into the emergency department at 23:30, by a concerned friend who found him at home surrounded by 3 empty paracetamol packets. The friends explains that the patient left a party abruptly at around 22:00, appearing  very distressed and had been heavily drinking from 17:30 (> 10 stubbies of full strength beer). He is now complaining of nausea but has not vomited. You establish it is now an hour post ingestion of paracetamol, and the patient is acutely suicidal. 

What is the next step in this patients management?",TRUE,TRUE,Tom Garry***,Emergency Medicine(Year 4),Supportive I/V fluids & activated charcoal,"Serum paracetamol levels should be attained 4 hours after ingestion or immediately on presentation if after 4 hours. This patient presented 1 hour post ingestion and therefore should be given activated charcoal to absorb as much paracetamol as possible and i/v acetylcysteine. 

AST/ALT, INR/PT, electrolytes and renal function, lactate level, and arterial pH should be checked in all patients receiving acetylcysteine or those with clinical indication of liver dysfunction.

Paracetamol OD 
Stage 1 (<24/24 post ingestion) = usually asymptomatic, N & V can occur 
Stage 2 (1-3 days post) = RUQ tenderness, INR, ALT/AST rise peaking @ 48-72 hrs
Stage 3 (3-4 days post) = Fulminant Hepatic Failure (coagulopathy, jaundice, encephalopathy, hypoglycaemia, metabolic acidosis)
Stage 4 (4 days   2 weeks post) = Recovery Phase, Hepatitic Structure & function return to normal",Serum Paracetamol concentration immediately;;I/V acetylcysteine infusion;;Refer to psychiatry for assessment;;Commence NAC infusion without serum paracetamol level
2fe88d2d-6d22-436e-9aac-a283600b83aa,"A woman presents to the Emergency Department with severe left flank pain, which began approximately 4 hours ago. The pain is radiating to her groin. 

Given the most likely diagnosis, what is the gold standard investigation used for diagnosis?",FALSE,TRUE,Tom Garry***,General Medicine(Year 3);;Emergency Medicine(Year 4),Non-contrast CT scan,"The most likely diagnosis here is a kidney stone (nephrolithiasis). The most common type of kidney stone is calcium oxalate. These stones are radio-opaque, and so can be picked up by imaging. The gold standard is a non-contrast CT. The reason no contrast is given is due to the potential for renal function compromise, which has a risk of becoming worse by giving contrast (why you always should check Creatining Clearance before giving anyone contrast). 

Radio-opaque stones could also be picked up on Abdo Xray, however, you should always consider the other types of stones that may be the cause (where a good history comes in handy - pick up on those risk factors). In reality, many doctors do an abdo x-ray first, and may be able to pick up a radio-opaque stone. But in the chance that it is a radio-lucent stone (uric acid stones), an AXR will miss this. 

The gold standard is thus a non-contrast CT.

Reference: radiopaedia.org/articles/urolithiasis",KUB Ultrasound ;;Urine MCS;;Abdominal X-ray;;Contrast CT scan
2664e108-5b03-4e44-bb32-b86b80a673ef,"Hillary is an 18 year old aspiring politician who presents to gynaecology outpatients reporting dysmenorrhoea. The pain in not relieved by simple analgesia and often prevents her from attending school. She states that her mother experienced similar symptoms. She has a regular 28 day cycle.

Given the most likely cause of Hilary s pain, which of the following investigations is likely to provide a definitive diagnosis?",FALSE,TRUE,Tom Garry***,Women's Health(Year 3),"Exploratory Laparoscope 
","Endometriosis is growth of ectopic endometrial tissue outside of the uterine cavity. 10-15% of women have a degree of endometriosis

Clinical features: Chronic pelvic pain, dysmenorrhoea (pain often starts days before bleeding), deep dyspareunia, subfertility

Investigation: Laparoscopy is the gold-standard investigation. There is little role for investigation in primary care (e.g. ultrasound)- if the symptoms are significant the patient should be referred for a definitive diagnosis

Management depends on clinical features: there is poor correlation between laparoscopic findings and severity of symptoms
NSAIDs and other analgesia for symptomatic relief, combined oral contraceptive pill, progestogens, GnRH analogues, intrauterine system, drug therapy unfortunately does not seem to have a significant impact on fertility rates. 

Surgery: Some treatments such as laparoscopic excision and laser treatment of endometriotic ovarian cysts may improve fertility. ",STI Screen;;Hysteroscopy;;Trans-vaginal Ultrasound ;;Trans-abdominal Ultrasound
206a8b30-54a4-47a1-896a-09a6c2ceced8,"A 62-year-old woman presents to ED after a syncopal episode. She has no past medical problems, and does not take any medications. During the past 36 hours she has felt very unwell, with abdominal pain, persistent diarrhoea and vomiting. Her blood pressure is 141/82 mm Hg, pulse is 72bpm, respiratory rate is 10, and temperature is 37.9°C. 

Pathology results show:
Na+ : 155 mmol/L (N = 135   145) 
K+: 2.1 mmol/L (N = 3.5   5.0)
Cl: 102 mmol/L (N = 95   105) ",,,,,,,
10a793ba-13b3-4640-b420-b06e8e3501bf,Which sign or symptom would be present ONLY in Grave's disease?,FALSE,TRUE,Tom Garry***,Endocrine and Life Cycle(Year 2);;General Medicine(Year 3),Exophthalmos,"Grave's disease is the only hyperthyroid condition that will present with exophthalmos as it is inflammation of the extraocular muscles from the underlying autoimmune condition, rather than excess thyroid hormone that causes the classic sign. Whilst all other causes of hyperthyroidism will show signs of increased SNS tone including lid lag, only Graves disease will show exophthalmos.

Reference: <a href=""https://www.uptodate.com/contents/pathogenesis-and-clinical-features-of-graves-ophthalmopathy-orbitopathy"" target=""_blank"">UpToDate</a>",Atrial fibrillation;;Lid lag;;Goiter;;Tachycardia
9a4c8234-52f8-45d7-9b99-9352370c0082,Which of the following hormones is not one secreted by the adenohypophysis?,FALSE,TRUE,Tom Garry***,Endocrine and Life Cycle(Year 2),Anti-diuretic hormone (ADH),"Anti-diuretic hormone (also known as vasopressin), along with oxytocin, is secreted from the neurohypophysis (posterior pituitary gland).

<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/YcPicFL5Jnw"" frameborder=""0"" allowfullscreen></iframe>",Growth hormone (GH);;Thyroid-stimulating hormone (TSH);;Follicle-stimulating hormone (FSH);;Adrenocorticotropic hormone (ACTH)
c75b7b76-dc27-4307-b705-572216d6cf9d,Which of the following is the correct list of rotator cuff muscles?,FALSE,TRUE,Tom Garry***,Musculoskeletal and Metabolism(Year 2);;Musculoskeletal Medicine(Year 3),Teres minor; supraspinatus; infraspinatus; subscapularis,"The four muscles of the rotator cuff are:
- Teres minor
- Supraspinatus
- Infraspinatus
- Subscapularis

Reference: <a href=""http://teachmeanatomy.info/upper-limb/muscles/shoulder/intrinsic/"" target=""_blank"">TeachMeAnatomy - Rotator Cuff Muscles</a>",Teres minor; teres major; supraspinatus; infraspinatus;;Teres minor; teres major; supraspinatus; subscapularis;;Teres minor; teres major; infraspinatus; subscapularis;;Teres major; supraspinatus; infraspinatus; subscapularis
1122ec0f-1789-4488-89fc-8a3edbb0ac86,"Sandra is a 49 year old female with a spinal cord injury at T4. She presents with headache and blurred vision and is found to have hypertension and bradycardia. Percussion of the suprapubic region is dull.

Given the most likely diagnosis, what is the initial management?",FALSE,TRUE,Tom Garry***,"Aged Care, Rehabilitation and Palliative Care(Year 4)",Urgent urinary catheterisation,"This scenario describes a patient suffering from autonomic dysreflexia (AD), a phenomenon seen in those with spinal cord injuries at and above the level of T6. AD is characterised by:
- Flushing and sweating above the level of SCI
- Hypertension and bradycardia

The most important treatment is the reverse the cause of the AD, which is usually due to bladder irritation (e.g. over dilation, infection). In this case, the stem suggests dilation, so passing a urinary catheter should be the first step in management.","GTN spray sublingual
;;Hydralazine IV ;;Urgent referral to urology;;Nifedipine IV "
af131de8-0ff1-4180-97a4-2d80ffc8a2be,"An otherwise healthy 22-year-old male presents with visible haematuria accompanied by flank pain. He has a 2-day history of sore throat, fever, chills, malaise, and headache. Physical examination reveals erythema and inflammation of the uvula and pharynx, enlarged tonsils with patchy greyish-white exudates, and tender anterior cervical lymphadenopathy. The rest of the examination is normal. Urinalysis shows cola-coloured urine with haematuria and 3+ protein.

What is the most likely diagnosis?",FALSE,TRUE,Tom Garry***,Renal/Gastro(Year 1);;General Medicine(Year 3),IgA Nephropathy,"IgA nephropathy is a glomerulonephritis that generally presents with haematuria in the presence of an underlying infection. Urinalysis will typically show blood and protein in the urine.

Post-streptococcal glomerulonephritis (PSGN) is a similar condition, however PSGN tends to occur around 10-14 days after a preceding infection.

<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/794YzMoIc28"" frameborder=""0"" allowfullscreen></iframe>",Multiple myeloma;;Haemolytic-Uraemic Syndrome;;Post-streptococcal glomerulonephritis;;Goodpasture Syndrome
a57f62e6-1380-4d9a-8e0e-66b732b72b43,"From the Wigger's diagram, what part of the cardiac cycle is occurring just after the initiation of the QRS complex of an ECG?",FALSE,TRUE,Tom Garry***,Cardio/Respiratory(Year 1),Isometric contraction,"The QRS complex represents the electrical depolarisation through the ventricle which initiates contraction - systole.  The first part of systole is isometric contraction as both semi-lunar and AV valve are shut whilst the pressure in the ventricles is greater than atrial pressure but less than ventricular pressure.

<a href=""http://www.cvphysiology.com/Heart%20Disease/HD002"" target=""_blank"">Reference</a>",Rapid ejection;;Atrial Contraction;;Rapid filling;;Isometric relaxation
4a7ef2c8-6563-4c2a-aaa2-f89af3af8ebf,"Simon, a 46yo presents to the ED complaining eye discomfort. Over the past 12 hours he has experienced increasing pain, visual blurring and watery discharge. Examination with a fluorescein stain reveals the following (see image below).   

Which of the following is the most appropriate initial management? 
",FALSE,TRUE,Tom Garry***,Emergency Medicine(Year 4),Topical antiviral therapy ,"HSV keratitis typically presents as an infection of the superficial layer of the cornea, with punctate or diffuse branching (dendritic) lesions of the epithelium that do not usually involve the stroma. Applying topical glucocorticoid drops to the infected eye (without use of concomitant antiviral medication) can exacerbate the infection and potentially lead to involvement of deeper stromal structures with threat to vision
Topical antiviral therapy has been the standard for treatment of dendritic and geographic HSV keratitis in the past, although oral antivirals are equally effective in randomized trials and are now frequently used because of their convenience",Immediate Ophthalmology referral ;;Topical antibiotics ;;Oral antibiotics ;;Topical glucocorticoids 
cf91bb52-44e8-415c-ba11-d8195560b439,"Mrs F is a 83 year old lady who has been in hospital following a recent fall. Over the last 6 months she has had 3 other falls and multiple other near misses. There was concern that she may have fractured her hip in this recent fall but the X Rays have return clear and the orthopaedic surgeon is not concerned. She has a history of knee osteoarthritis, hypertension, diabetes with known retinopathy, and urge incontinence. She currently takes panadol osteo, perindopril, amlodipine, indapamide, metformin and amitriptyline. 

Which of the following interventions would be least effective in the prevention of falls?",FALSE,TRUE,Tom Garry***,"Aged Care, Rehabilitation and Palliative Care(Year 4)",The introduction of hip protectors ,"Hip protectors do not prevent falls, they merely reduce the likelihood of hip fracture if a person has a fall. All of the other options have been shown to reduce the incidence of falls in the elderly.",Referral to optometrist for formal vision assessment ;;An OT assessment of the home ;;Arrange physiotherapy referral for muscle strengthening and assessment for gait aid ;;Perform a formal medication review 
36fd6efe-fc46-472d-ab3b-2012b327bef3,"Potassium regulation is important for many body functions. Which of the following is true of potassium sparing diuretics (i.e. amiloride, spironolactone)?",FALSE,TRUE,Tom Garry***,Renal/Gastro(Year 1),They reduce function of the epithelial sodium channels in the collecting duct (ENaCs) and thus reduce the electrochemical gradient that usually favours K+ secretion,"Potassium sparing diuretics function by impairing the action of aldosterone, a mineralocorticoid that is part of the renin-angiotensin system. In the collecting duct, aldosterone functions normally to increase sodium and water retention. This occurs because aldosterone leads to an increase in sodium channels on the luminal membrane of the nephron, which creates a large shift of sodium from the nephron lumen to inside the tubule cells. This shift is counteracted by a counter-shift of potassium out of the cells into the lumen of the nephron, where the potassium is subsequently excreted. Potassium-sparing diuretics inhibit this process, thus leading to retention of potassium while also promoting fluid and sodium loss.

<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/OAkbKN6AuWE"" frameborder=""0"" allowfullscreen></iframe>","By blocking the Na+/K+ ATPase, K+-sparing diuretics cause sodium to be excreted favourably compared to K+;;The Ca2+ sensor on the basolateral membrane also senses K+, and the diuretics trick this sensor into thinking there is a lower [K+] in Se than there is resulting in reabsorption;;Since K+ follows water, these diuretics spare K+ being reabsorbed to prevent hyperkalaemia;;They block the Na/K/Cl transporter in the Loop of Henle which spares potassium being lost in the urine"
60432574-7cb1-402d-a737-0f5f9789491d,"A 45-year-old man presents to the emergency department with generalised tremors. He is noted to be anxious, pacing in the hallway. Initial vital signs show he is hypertensive and tachycardic. On further questioning by the nurse he says he is nauseous and wants something to help with the shakes. During physician interview, he admits to heavy alcohol use and that he is trying to cut down on drinking. He also says that he started developing symptoms a few hours after his last drink.

What is the most appropriate initial therapy to treat this patient's symptoms?",FALSE,TRUE,Tom Garry***,Mental Health(Year 3);;Emergency Medicine(Year 4),Diazepam,"This patient is presenting with symptoms suggestive of acute alcohol withdrawal (tremor, nausea, agitation). The first line treatment for symptomatic alcohol withdrawal is benzodiazepines such as diazepam.

While thiamine is important to administer in patients suspected of alcohol dependency (to avoid Wernicke's encephalopathy), it does not treat the symptoms of alcohol withdrawal.

Ondansetron would decrease symptoms of nausea and vomiting, however the overall syndrome of alcohol withdrawal is best treated with benzodiazepine medication.

Ketamine is an NMDA-receptor antagonist used as for analgesia and anaesthesia, but not in alcohol withdrawal.

Cognitive behavioural therapy and other psychotherapies may be useful for long-term treatment of alcohol dependence, however it is not indicated in the acute setting of symptomatic withdrawal. 

<a href=""http://www.racgp.org.au/your-practice/guidelines/drugs-of-dependence-b/2-evidence-based-guidance-for-benzodiazepines/24-alcohol-withdrawal/"" target=""_blank"">RACGP Guidelines</a>

<iframe width=""560"" height=""315"" src=""https://www.youtube.com/embed/e5DxD6Tuxxw"" frameborder=""0"" allowfullscreen></iframe>",Ondansetron;;Cognitive behavioural therapy;;Thiamine;;Ketamine
5850afdc-4233-4ac8-9796-e28825d0f01a,"Pip is a 28 year old G1P0, who is at 12 weeks gestation. As part of her routine antenatal review you perform a urine dipstick which returns positive for nitrites and white cells. She reports no frequency, urgency or dysuria. Her vitals are all within the normal range. 

Which of the following the most appropriate management?",FALSE,TRUE,Tom Garry***,Women's Health(Year 3),"Cephalexin 500mg orally, 12 hourly for 5 days","Asymptomatic bacteriuria should be treated in pregnancy to reduce the risk of cystitis and pyelonephritis, which may harm the developing fetus. The first line regimes for treatment include:
- Cephalexin 500 mg orally, 12-hourly for 5 days
- Nitrofurantoin 100 mg orally, 12-hourly for 5 days
- Amoxycillin+clavulanate 500+125 mg orally, 12-hourly for 5 days","Pharmacological management is not recommended;;Trimethoprim 300mg orally daily for 3 days   ;;Norfloxacin 400mg orally, 12 hourly for 7 days;;Await urine MCS before commencing treatment   "
2d652066-c8d2-4b92-a203-ab891fc9ace9,"You are the intern on the palliative care team and your consultant is unfairly quizzing you on the mechanisms and practical considerations of anti-emetic drugs. Little does she know, you actually recently looked these up, and you are able to answer with conviction. 

Which one of the following is an example of a correct response you would have given her?",FALSE,TRUE,Tom Garry***,"Aged Care, Rehabilitation and Palliative Care(Year 4)","Both Domperidone and Metoclopramide work on dopamine receptors, but differ as Metoclopramide works centrally as well as peripherally ","Metoclopramide and domperidone function by acting as antagonists at dopamine receptors. However, domperidone acts peripherally only, as it does not cross the blood-brain barrier, whereas metoclopramide does. This has implications for the side effect profile of these drugs, as the cross-reactivity with dopamine receptors in the brain by metoclopramide may elicit extra-pyramidal side effects (EPSEs) whereas domperidone will not cause these side effects.

Olanzapine may be used as an anti-emetic. Metoclopramide is pro-kinetic in the bowel, therefore would be a poor choice in an obstipated patient. However, metoclopramide is the empiric choice of anti-emetic in palliative care given it's efficacy and cost-effectiveness. Ondansetron is often used first in clinical practice however due to clinician preference. Also, nausea and vomiting should not be treated empirically: the cause of nausea and vomiting should be sought prior to beginning anti-emetic therapy.",When prescribing anti-emetics you should never consider the mechanism that could be causing the nausea and vomiting;;Metaclopramide is an excellent choice of anti-emetic in a patient who is obstipated;;If you were going to treat nausea and vomiting empirically you would start with Ondansetron;;Olanzapine is not used as an anti-emetic medication
f27f66b2-461c-4aaf-8f78-f13cb0e25176,"Sigrid is on her third day on the surgical ward, recovering from diverticulitis when she becomes develops a temperature of 38 degrees, becomes tachycardic and tachypnoeic. You order a chest xray which is shown below. 

What is the most likely cause of Sigrid's pain?",FALSE,TRUE,Tom Garry***,General Surgery(Year 3),Bowel perforation,"The chest xray shows pneumoperitonism (air in the peritoneal cavity, which is evident from the air lying under the diaphragm); suggesting a bowel perforation. ",Pulmonary Embolism;;Pneumonia;;Ruptured peptic ulcer;;Pneumothorax
20b14d3c-04fa-4265-bbd4-693c7cea5819,"A 32-year-old woman is booked for an elective C-section at 37 weeks due to gestational diabetes. She undergoes spinal anaesthesia successfully. Some time later, the anaesthetist notices a fall in the patient s blood pressure. 

What is the reason for this, and the appropriate pharmacological management?",FALSE,TRUE,Tom Garry***,Anaesthetics/ICU(Year 4),Reduction of sympathetic tone on systemic vessels due to spinal block   treatment with vasopressor to raise blood pressure,"Spinal anaesthesia inhibits the sympathetic neurons that lie in the thoracolumbar region of the spinal cord. Reducing the firing of these neurons leads to vasodilation via decreased sympathetic tone (i.e. noradrenaline binding to alpha-adrenoceptors on vascular smooth muscle), and there decreased mean arterial pressure.

Hypotension associated with spinal anaesthesia can be managed effectively with vasopressors, which act to increase vascular tone. This is achieved with drugs such as noradrenaline, ephedrine and metaraminol.

The parasympathetic generally does not influence the tone on systemic vessels, ruling out A, B and C. Inotropes are used for the management of cardiogenic shock and occasionally septic shock, not treatment of anaesthesia-induced hypotension.",Reduction of sympathetic tone on systemic vessels due to spinal block   treatment with inotrope to raise blood pressure;;Reduction of parasympathetic tone on systemic vessels due to spinal block   treatment with inotrope to raise blood pressure;;Increase in parasympathetic tone on systemic vessels due to spinal block   treatment with atropine to raise blood pressure;;Reduction of parasympathetic tone on systemic vessels due to spinal block   treatment with vasopressor to raise blood pressure
